Dataset_ID,Buyer_ID,Product_ID,Recommended,Clicked,Viewed,Purchased,Ignored,Hidden,Feedback,Ground_Truth,Scenario_Type,Confidence_Score,Created_Date,Version
FB000200,BYR000393,PRD001183,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,EDGE,0.96,2026-06-28,v1.0
FB000201,BYR000995,PRD002332,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.97,2026-05-15,v1.0
FB000202,BYR000807,PRD000941,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.75,2026-05-13,v1.0
FB000203,BYR000607,PRD000808,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.96,2026-06-21,v1.0
FB000204,BYR000861,PRD002007,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.54,2026-07-24,v1.0
FB000205,BYR000254,PRD000033,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.73,2026-07-15,v1.0
FB000206,BYR000537,PRD002751,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.6,2026-06-14,v1.0
FB000207,BYR000030,PRD001366,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.96,2026-06-16,v1.0
FB000208,BYR000028,PRD000115,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.79,2026-05-12,v1.0
FB000209,BYR000577,PRD000658,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.67,2026-06-24,v1.0
FB000210,BYR000369,PRD000211,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.87,2026-07-16,v1.0
FB000211,BYR000211,PRD002769,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.64,2026-07-08,v1.0
FB000212,BYR000505,PRD002250,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.93,2026-07-07,v1.0
FB000213,BYR000360,PRD000448,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.98,2026-05-15,v1.0
FB000214,BYR000470,PRD001109,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.93,2026-07-15,v1.0
FB000215,BYR000797,PRD002376,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.95,2026-05-15,v1.0
FB000216,BYR000089,PRD000019,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.9,2026-06-20,v1.0
FB000217,BYR000372,PRD003000,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,BOUNDARY,0.99,2026-08-06,v1.0
FB000218,BYR000826,PRD000349,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.86,2026-06-26,v1.0
FB000219,BYR000374,PRD000489,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.88,2026-05-14,v1.0
FB000220,BYR000597,PRD002355,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.84,2026-07-18,v1.0
FB000221,BYR000796,PRD001516,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.62,2026-08-05,v1.0
FB000222,BYR000056,PRD001616,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.92,2026-07-30,v1.0
FB000223,BYR000210,PRD000121,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.74,2026-05-26,v1.0
FB000224,BYR000850,PRD002076,Yes,No,No,No,Yes,Yes,Not interested,Negative,BOUNDARY,0.75,2026-06-02,v1.0
FB000225,BYR000983,PRD000752,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.55,2026-05-30,v1.0
FB000226,BYR000457,PRD000565,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.53,2026-07-30,v1.0
FB000227,BYR000223,PRD000299,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.88,2026-06-30,v1.0
FB000228,BYR000039,PRD002864,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.75,2026-05-08,v1.0
FB000229,BYR000458,PRD002247,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.98,2026-06-02,v1.0
FB000230,BYR000998,PRD001764,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.67,2026-06-08,v1.0
FB000231,BYR000890,PRD001942,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.76,2026-06-23,v1.0
FB000232,BYR000872,PRD001501,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.88,2026-06-02,v1.0
FB000233,BYR000505,PRD002500,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.59,2026-06-07,v1.0
FB000234,BYR000794,PRD000203,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.77,2026-05-08,v1.0
FB000235,BYR000071,PRD002445,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.66,2026-05-10,v1.0
FB000236,BYR000107,PRD002007,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.91,2026-07-06,v1.0
FB000237,BYR000107,PRD002007,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.69,2026-05-21,v1.0
FB000238,BYR000718,PRD002470,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.85,2026-08-01,v1.0
FB000239,BYR000553,PRD001379,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.53,2026-07-12,v1.0
FB000240,BYR000660,PRD001464,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.8,2026-07-01,v1.0
FB000241,BYR000550,PRD002472,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.91,2026-06-17,v1.0
FB000242,BYR000266,PRD000038,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.72,2026-05-25,v1.0
FB000243,BYR000312,PRD001844,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.64,2026-08-02,v1.0
FB000244,BYR000020,PRD000034,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.55,2026-07-05,v1.0
FB000245,BYR000311,PRD001686,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.55,2026-05-17,v1.0
FB000246,BYR000486,PRD001325,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.91,2026-07-06,v1.0
FB000247,BYR000382,PRD000463,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.92,2026-05-19,v1.0
FB000248,BYR000033,PRD002178,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.81,2026-06-11,v1.0
FB000249,BYR000486,PRD002321,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.78,2026-07-02,v1.0
FB000250,BYR000043,PRD002513,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,COLD_START,0.95,2026-07-21,v1.0
FB000251,BYR000316,PRD002646,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.86,2026-08-02,v1.0
FB000252,BYR000421,PRD002130,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NEGATIVE,0.95,2026-05-30,v1.0
FB000253,BYR000250,PRD002250,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.62,2026-07-22,v1.0
FB000254,BYR000888,PRD001410,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.86,2026-07-14,v1.0
FB000255,BYR000618,PRD001932,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.83,2026-07-01,v1.0
FB000256,BYR000760,PRD002090,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,COLD_START,0.6,2026-06-06,v1.0
FB000257,BYR000355,PRD001664,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.61,2026-07-10,v1.0
FB000258,BYR000866,PRD001625,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.53,2026-08-01,v1.0
FB000259,BYR000799,PRD001790,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,EDGE,0.63,2026-06-12,v1.0
FB000260,BYR000885,PRD001172,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.75,2026-06-03,v1.0
FB000261,BYR000615,PRD002120,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,EDGE,0.56,2026-05-09,v1.0
FB000262,BYR000416,PRD002198,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.91,2026-06-07,v1.0
FB000263,BYR000984,PRD000017,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.85,2026-07-22,v1.0
FB000264,BYR000679,PRD001514,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,RARE,0.76,2026-05-20,v1.0
FB000265,BYR000878,PRD002253,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.64,2026-05-29,v1.0
FB000266,BYR000564,PRD002004,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.81,2026-05-16,v1.0
FB000267,BYR000255,PRD000976,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.62,2026-06-01,v1.0
FB000268,BYR000806,PRD002127,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.75,2026-05-20,v1.0
FB000269,BYR000048,PRD001683,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.8,2026-06-10,v1.0
FB000270,BYR000692,PRD002888,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.65,2026-05-26,v1.0
FB000271,BYR000339,PRD000849,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.8,2026-07-31,v1.0
FB000272,BYR000023,PRD002467,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.54,2026-07-30,v1.0
FB000273,BYR000661,PRD002182,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.6,2026-07-04,v1.0
FB000274,BYR000485,PRD001291,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.95,2026-06-13,v1.0
FB000275,BYR000958,PRD000431,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.6,2026-06-19,v1.0
FB000276,BYR000974,PRD001545,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.74,2026-06-11,v1.0
FB000277,BYR000787,PRD002701,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.8,2026-05-23,v1.0
FB000278,BYR000539,PRD002299,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.69,2026-05-14,v1.0
FB000279,BYR000456,PRD001285,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.98,2026-06-07,v1.0
FB000280,BYR000275,PRD001197,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.6,2026-06-18,v1.0
FB000281,BYR000526,PRD000699,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.82,2026-06-01,v1.0
FB000282,BYR000904,PRD002820,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.95,2026-06-04,v1.0
FB000283,BYR000327,PRD000857,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.81,2026-06-10,v1.0
FB000284,BYR000309,PRD001550,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.7,2026-06-15,v1.0
FB000285,BYR000972,PRD000600,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.7,2026-05-15,v1.0
FB000286,BYR000181,PRD000986,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.51,2026-07-06,v1.0
FB000287,BYR000671,PRD002692,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.96,2026-06-14,v1.0
FB000288,BYR000279,PRD000922,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.96,2026-08-02,v1.0
FB000289,BYR000461,PRD001135,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.87,2026-05-24,v1.0
FB000290,BYR000889,PRD002623,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.67,2026-06-27,v1.0
FB000291,BYR000677,PRD001928,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.69,2026-07-15,v1.0
FB000292,BYR000309,PRD000366,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.98,2026-05-16,v1.0
FB000293,BYR000435,PRD002284,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.68,2026-07-27,v1.0
FB000294,BYR000724,PRD000635,Yes,No,Yes,No,No,No,Not my style,Neutral,NEGATIVE,0.91,2026-07-13,v1.0
FB000295,BYR000811,PRD001336,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.53,2026-07-16,v1.0
FB000296,BYR000955,PRD000637,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NEGATIVE,0.95,2026-07-16,v1.0
FB000297,BYR000353,PRD002441,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.86,2026-05-17,v1.0
FB000298,BYR000081,PRD002135,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.96,2026-07-26,v1.0
FB000299,BYR000229,PRD001109,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.83,2026-06-18,v1.0
FB000300,BYR000312,PRD000152,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.51,2026-07-18,v1.0
FB000301,BYR000282,PRD000439,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.98,2026-06-06,v1.0
FB000302,BYR000195,PRD000817,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.54,2026-07-24,v1.0
FB000303,BYR000500,PRD002764,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,1.0,2026-05-21,v1.0
FB000304,BYR000802,PRD002557,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.63,2026-06-18,v1.0
FB000305,BYR000873,PRD000418,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.85,2026-06-27,v1.0
FB000306,BYR000244,PRD002952,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.66,2026-07-08,v1.0
FB000307,BYR000916,PRD000205,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.89,2026-07-26,v1.0
FB000308,BYR000655,PRD002920,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.99,2026-06-23,v1.0
FB000309,BYR000429,PRD002464,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.73,2026-06-03,v1.0
FB000310,BYR000611,PRD002878,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.79,2026-07-11,v1.0
FB000311,BYR000959,PRD002006,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.88,2026-06-02,v1.0
FB000312,BYR000847,PRD000680,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.54,2026-06-09,v1.0
FB000313,BYR000580,PRD000531,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.72,2026-05-30,v1.0
FB000314,BYR000211,PRD002104,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.64,2026-05-14,v1.0
FB000315,BYR000906,PRD000426,Yes,No,Yes,No,No,No,Not my style,Neutral,NEGATIVE,0.79,2026-05-21,v1.0
FB000316,BYR000084,PRD001369,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.71,2026-06-29,v1.0
FB000317,BYR000717,PRD001745,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.92,2026-05-19,v1.0
FB000318,BYR000733,PRD001158,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.86,2026-07-30,v1.0
FB000319,BYR000846,PRD002514,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.51,2026-05-14,v1.0
FB000320,BYR000574,PRD001977,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.78,2026-05-30,v1.0
FB000321,BYR000123,PRD001818,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.53,2026-06-13,v1.0
FB000322,BYR000265,PRD001687,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.92,2026-06-14,v1.0
FB000323,BYR000142,PRD001921,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.95,2026-06-26,v1.0
FB000324,BYR000415,PRD001240,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.79,2026-07-29,v1.0
FB000325,BYR000400,PRD001409,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.58,2026-06-14,v1.0
FB000326,BYR000714,PRD000976,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.64,2026-06-09,v1.0
FB000327,BYR000124,PRD002152,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NEGATIVE,0.83,2026-07-11,v1.0
FB000328,BYR000713,PRD000220,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.74,2026-06-15,v1.0
FB000329,BYR000757,PRD002426,Yes,No,Yes,No,No,No,Not my style,Neutral,COLD_START,0.74,2026-07-07,v1.0
FB000330,BYR000744,PRD002256,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,COLD_START,0.65,2026-05-31,v1.0
FB000331,BYR000269,PRD001064,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.71,2026-05-12,v1.0
FB000332,BYR000376,PRD002796,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.9,2026-07-22,v1.0
FB000333,BYR000568,PRD002577,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.55,2026-06-24,v1.0
FB000334,BYR000532,PRD001249,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,COLD_START,0.77,2026-06-19,v1.0
FB000335,BYR000296,PRD001814,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.62,2026-07-29,v1.0
FB000336,BYR000151,PRD001649,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.81,2026-07-28,v1.0
FB000337,BYR000703,PRD001881,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.84,2026-07-22,v1.0
FB000338,BYR000967,PRD002364,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.73,2026-05-16,v1.0
FB000339,BYR000278,PRD002232,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.87,2026-08-04,v1.0
FB000340,BYR000594,PRD001954,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.9,2026-06-07,v1.0
FB000341,BYR000042,PRD000394,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.92,2026-05-27,v1.0
FB000342,BYR000516,PRD002765,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.53,2026-08-06,v1.0
FB000343,BYR000797,PRD002979,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.7,2026-06-30,v1.0
FB000344,BYR000539,PRD001461,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.79,2026-08-01,v1.0
FB000345,BYR000923,PRD002557,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.65,2026-06-27,v1.0
FB000346,BYR000541,PRD000706,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.7,2026-06-03,v1.0
FB000347,BYR000181,PRD000254,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.84,2026-05-09,v1.0
FB000348,BYR000345,PRD002476,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,BOUNDARY,0.9,2026-07-31,v1.0
FB000349,BYR000720,PRD000484,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NEGATIVE,0.83,2026-06-21,v1.0
FB000350,BYR000923,PRD002557,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.62,2026-06-17,v1.0
FB000351,BYR000180,PRD000113,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,EDGE,0.82,2026-05-21,v1.0
FB000352,BYR000219,PRD001136,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.51,2026-06-08,v1.0
FB000353,BYR000122,PRD000068,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.91,2026-06-17,v1.0
FB000354,BYR000548,PRD001258,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,EDGE,0.54,2026-05-19,v1.0
FB000355,BYR000485,PRD002201,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.67,2026-06-06,v1.0
FB000356,BYR000704,PRD000504,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.85,2026-06-23,v1.0
FB000357,BYR000734,PRD001180,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.84,2026-07-02,v1.0
FB000358,BYR000923,PRD000973,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.81,2026-07-25,v1.0
FB000359,BYR000035,PRD000950,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.89,2026-06-07,v1.0
FB000360,BYR000655,PRD002456,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.72,2026-08-05,v1.0
FB000361,BYR000852,PRD002467,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.63,2026-05-19,v1.0
FB000362,BYR000045,PRD002866,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,BOUNDARY,0.56,2026-05-09,v1.0
FB000363,BYR000666,PRD002570,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.84,2026-05-29,v1.0
FB000364,BYR000548,PRD000373,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.81,2026-06-23,v1.0
FB000365,BYR000262,PRD002838,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.85,2026-06-10,v1.0
FB000366,BYR000721,PRD000181,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.58,2026-07-24,v1.0
FB000367,BYR000230,PRD000642,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.79,2026-07-04,v1.0
FB000368,BYR000414,PRD001966,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.73,2026-05-29,v1.0
FB000369,BYR000930,PRD000475,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.51,2026-06-17,v1.0
FB000370,BYR000336,PRD001409,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.61,2026-08-02,v1.0
FB000371,BYR000187,PRD000485,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.66,2026-06-12,v1.0
FB000372,BYR000098,PRD001094,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.64,2026-06-06,v1.0
FB000373,BYR000311,PRD000033,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.84,2026-07-25,v1.0
FB000374,BYR000897,PRD001599,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.83,2026-05-13,v1.0
FB000375,BYR000034,PRD001259,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.93,2026-06-04,v1.0
FB000376,BYR000258,PRD000182,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.6,2026-07-04,v1.0
FB000377,BYR000786,PRD001835,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.6,2026-06-28,v1.0
FB000378,BYR000917,PRD001687,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.6,2026-06-01,v1.0
FB000379,BYR000719,PRD002924,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,1.0,2026-07-16,v1.0
FB000380,BYR000009,PRD000414,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.99,2026-07-08,v1.0
FB000381,BYR000407,PRD002473,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.52,2026-06-04,v1.0
FB000382,BYR000819,PRD001224,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.64,2026-08-02,v1.0
FB000383,BYR000761,PRD001186,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.89,2026-07-05,v1.0
FB000384,BYR000969,PRD000567,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,EDGE,0.89,2026-06-16,v1.0
FB000385,BYR000991,PRD001407,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.69,2026-06-19,v1.0
FB000386,BYR000488,PRD002908,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.87,2026-07-02,v1.0
FB000387,BYR000300,PRD000385,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.59,2026-05-15,v1.0
FB000388,BYR000070,PRD002425,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.51,2026-07-09,v1.0
FB000389,BYR000247,PRD000252,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.65,2026-06-08,v1.0
FB000390,BYR000130,PRD002225,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,EDGE,0.65,2026-06-06,v1.0
FB000391,BYR000153,PRD002623,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.97,2026-05-20,v1.0
FB000392,BYR000884,PRD000683,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.88,2026-06-12,v1.0
FB000393,BYR000832,PRD001071,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.84,2026-07-21,v1.0
FB000394,BYR000365,PRD001053,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.98,2026-05-08,v1.0
FB000395,BYR000042,PRD000448,Yes,No,Yes,No,No,No,Not my style,Neutral,COLD_START,0.55,2026-07-29,v1.0
FB000396,BYR000352,PRD002222,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,1.0,2026-07-03,v1.0
FB000397,BYR000509,PRD002431,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.9,2026-06-21,v1.0
FB000398,BYR000025,PRD002240,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.62,2026-07-27,v1.0
